(001,737.01)
(002,737.01)
(003,737.01)
(004,708.66)
(005,708.66)
(006,737.01)
(007,737.01)
(008,737.01)
(009,737.01)
(010,708.66)
(011,737.01)
(012,737.01)
(013,737.01)
(014,737.01)
(015,708.66)
(016,708.66)
(017,737.01)
(018,737.01)
(019,737.01)
(020,737.01)
(021,737.01)
(022,737.01)
(023,737.01)
(024,737.01)
(025,737.01)
(026,737.01)
(027,737.01)
(028,737.01)
(029,765.35)
(030,765.35)
(031,765.35)
(032,737.01)
(033,737.01)
(034,737.01)
(035,708.66)
(036,737.01)
(037,737.01)
(038,708.66)
(039,708.66)
(040,708.66)
(041,708.66)
(042,737.01)
(043,737.01)
(044,737.01)
(045,737.01)
(046,737.01)
(047,737.01)
(048,737.01)
(049,737.01)
(050,737.01)
(051,737.01)
(052,737.01)
(053,737.01)
(054,737.01)
(055,737.01)
(056,737.01)
(057,737.01)
(058,737.01)
(059,737.01)
(060,737.01)
(061,737.01)
(062,737.01)
(063,737.01)
(064,737.01)
(065,737.01)
(066,737.01)
(067,737.01)
(068,737.01)
(069,737.01)
(070,765.35)
(071,737.01)
(072,737.01)
(073,737.01)
(074,737.01)
(075,737.01)
(076,737.01)
(077,765.35)
(078,737.01)
(079,737.01)
(080,737.01)
(081,737.01)
(082,737.01)
(083,737.01)
(084,737.01)
(085,737.01)
(086,737.01)
(087,737.01)
(088,737.01)
(089,737.01)
(090,737.01)
(091,737.01)
(092,737.01)
(093,737.01)
(094,737.01)
(095,737.01)
(096,737.01)
(097,737.01)
(098,737.01)
(099,737.01)
(100,737.01)
(101,737.01)
(102,737.01)
(103,737.01)
(104,737.01)
(105,737.01)
(106,737.01)
(107,737.01)
(108,737.01)
(109,737.01)
(110,737.01)
(111,737.01)
(112,737.01)
(113,737.01)
(114,737.01)
(115,737.01)
(116,737.01)
(117,737.01)
(118,737.01)
(119,737.01)
(120,737.01)
(121,737.01)
(122,737.01)
(123,737.01)
(124,737.01)
(125,737.01)
(126,737.01)
(127,737.01)
(128,737.01)
(129,708.66)
(130,708.66)
(131,708.66)
(132,737.01)
(133,737.01)
(134,737.01)
(135,737.01)
(136,737.01)
(137,737.01)
(138,737.01)
(139,737.01)
(140,737.01)
(141,737.01)
(142,737.01)
(143,737.01)
(144,737.01)
(145,737.01)
(146,737.01)
(147,737.01)
(148,708.66)
(149,708.66)
(150,708.66)
